project_slug,decision_maker_id,name,role_title,phase
claiborne-millers-ferry-dam-impact-assessment,us-congress-wrda-2026,Members of Congress (WRDA 2026),Authorize USACE to conduct an in-depth evaluation / study authorization,Authorization language in WRDA 2026
