project_slug,objective_title,objective_description,timeframe_start,timeframe_end,objective_status
claiborne-millers-ferry-dam-impact-assessment,Have USACE authorized to study removal of the Miller’s Ferry and Claiborne Dams in the 2026 WRDA bill.,,,,
