project_slug,objective_title,objective_description,timeframe_start,timeframe_end,objective_status
mud-dumping,End non-beneficial in-bay open-water placement and implement alternative disposal methods,"Secure Port/USACE agreement that non-beneficial in-bay open-water placement is harmful, stand up a beneficial use pipeline (working group + project standards), and align funding and policy (appropriations, WRDA pathway, and/or state prohibition) to shift remaining material to offshore/upland options.",7/1/25,10/1/26,AT_RISK
